ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1440214611.01699,0,0,0,0,0,0,0,0,0,0
1440214611.01699,0,0,0,0,0,0,0,0,0,0
1440214611.01699,0,364,0,133,7368,45564,2660,0,0,0
1440214611.01699,5,1363,2,1370,217755,270249,104042,866042055,51,1558
1440214671.0194,0,0,0,0,0,0,0,0,0,0
1440214671.0194,0,0,0,0,0,0,0,0,0,0
1440214671.0194,0,366,0,138,7438,46566,2671,0,0,0
1440214671.0194,4,1385,2,1412,220679,275724,105701,866042056,51,1558
1440214731.01284,0,0,0,0,0,0,0,0,0,0
1440214731.01284,0,0,0,0,0,0,0,0,0,0
1440214731.01284,0,368,0,138,7513,47568,2682,0,0,0
1440214731.01284,5,1422,2,1509,224972,282111,108262,866791863,53,1558
1440214791.00411,0,0,0,0,0,0,0,0,0,0
1440214791.00411,0,0,0,0,0,0,0,0,0,0
1440214791.00411,0,370,0,138,7588,48570,2693,0,0,0
1440214791.00411,2,1441,2,1659,228556,288563,110899,866791864,54,1558
1440214851.03093,0,0,0,0,0,0,0,0,0,0
1440214851.03093,0,0,0,0,0,0,0,0,0,0
1440214851.03093,0,372,0,138,7663,49572,2704,0,0,0
1440214851.03093,4,1460,2,1659,231213,293892,112412,866791864,54,1558
1440214911.03579,0,0,0,0,0,0,0,0,0,0
1440214911.03579,0,0,0,0,0,0,0,0,0,0
1440214911.03579,0,374,0,138,7738,50574,2715,0,0,0
1440214911.03579,5,1484,2,1659,234195,299793,114133,866791864,54,1558
1440214971.05321,0,0,0,0,0,0,0,0,0,0
1440214971.05321,0,0,0,0,0,0,0,0,0,0
1440214971.05321,0,376,0,138,7813,51576,2726,0,0,0
1440214971.05321,4,1499,2,1659,236727,304654,115542,866791864,54,1558
1440215031.05915,0,0,0,0,0,0,0,0,0,0
1440215031.05915,0,0,0,0,0,0,0,0,0,0
1440215031.05915,0,378,0,138,7888,52578,2737,0,0,0
1440215031.05915,5,1518,2,1659,239384,309983,117055,866791864,54,1558
1440215091.06427,0,0,0,0,0,0,0,0,0,0
1440215091.06427,0,0,0,0,0,0,0,0,0,0
1440215091.06427,0,380,0,138,7963,53580,2748,0,0,0
1440215091.06427,5,1532,2,1659,241795,315184,118442,866791864,54,1558
1440215151.07565,0,0,0,0,0,0,0,0,0,0
1440215151.07565,0,0,0,0,0,0,0,0,0,0
1440215151.07565,0,382,0,138,8038,54582,2759,0,0,0
1440215151.07565,5,1550,2,1659,244708,321049,120130,866791864,54,1558
1440215211.09314,0,0,0,0,0,0,0,0,0,0
1440215211.09314,0,0,0,0,0,0,0,0,0,0
1440215211.09314,0,384,0,138,8113,55584,2770,0,0,0
1440215211.09314,3,1568,2,1659,247542,326470,121736,866791864,54,1558
1440215271.10336,0,0,0,0,0,0,0,0,0,0
1440215271.10336,0,0,0,0,0,0,0,0,0,0
1440215271.10336,0,386,0,138,8188,56586,2781,0,0,0
1440215271.10336,4,1584,2,1659,249897,331239,123052,866791864,54,1558
1440215331.12375,0,0,0,0,0,0,0,0,0,0
1440215331.12375,0,0,0,0,0,0,0,0,0,0
1440215331.12375,0,388,0,138,8263,57588,2792,0,0,0
1440215331.12375,4,1601,2,1659,252610,337000,124636,866791864,54,1558
1440215391.12714,0,0,0,0,0,0,0,0,0,0
1440215391.12714,0,0,0,0,0,0,0,0,0,0
1440215391.12714,0,390,0,138,8338,58590,2803,0,0,0
1440215391.12714,6,1619,2,1659,254988,341781,125963,866791864,54,1558
1440215451.13287,0,0,0,0,0,0,0,0,0,0
1440215451.13287,0,0,0,0,0,0,0,0,0,0
1440215451.13287,0,392,0,138,8413,59592,2814,0,0,0
1440215451.13287,4,1632,2,1659,257576,347074,127443,866791864,54,1558
1440215511.1449,0,0,0,0,0,0,0,0,0,0
1440215511.1449,0,0,0,0,0,0,0,0,0,0
1440215511.1449,0,394,0,138,8488,60594,2825,0,0,0
1440215511.1449,5,1651,2,1659,260233,352403,128956,866791864,54,1558
1440215571.15178,0,0,0,0,0,0,0,0,0,0
1440215571.15178,0,0,0,0,0,0,0,0,0,0
1440215571.15178,0,396,0,138,8563,61596,2836,0,0,0
1440215571.15178,4,1669,2,1659,263067,357824,130562,866791864,54,1558
1440215631.16891,0,0,0,0,0,0,0,0,0,0
1440215631.16891,0,0,0,0,0,0,0,0,0,0
1440215631.16891,0,398,0,138,8638,62598,2847,0,0,0
1440215631.16891,4,1695,2,1696,267307,364809,133367,866791865,55,1558
1440215691.18012,0,0,0,0,0,0,0,0,0,0
1440215691.18012,0,0,0,0,0,0,0,0,0,0
1440215691.18012,0,400,0,138,8713,63600,2858,0,0,0
1440215691.18012,5,1714,2,1696,269964,370138,134880,866791865,55,1558
1440215751.18667,0,0,0,0,0,0,0,0,0,0
1440215751.18667,0,0,0,0,0,0,0,0,0,0
1440215751.18667,0,402,0,138,8788,64602,2869,0,0,0
1440215751.18667,6,1730,2,1696,272319,374907,136196,866791865,55,1558
1440215811.19643,0,0,0,0,0,0,0,0,0,0
1440215811.19643,0,0,0,0,0,0,0,0,0,0
1440215811.19643,0,404,0,138,8863,65604,2880,0,0,0
1440215811.19643,3,1741,2,1696,274884,380188,137665,866791865,55,1558
1440215871.21278,0,0,0,0,0,0,0,0,0,0
1440215871.21278,0,0,0,0,0,0,0,0,0,0
1440215871.21278,0,406,0,138,8938,66606,2891,0,0,0
1440215871.21278,4,1771,2,1696,279518,387386,140682,866791866,56,1558
1440215931.22317,0,0,0,0,0,0,0,0,0,0
1440215931.22317,0,0,0,0,0,0,0,0,0,0
1440215931.22317,0,408,0,138,9013,67608,2902,0,0,0
1440215931.22317,5,1798,2,1697,283002,393301,142778,866791867,57,1558
1440215991.23566,0,0,0,0,0,0,0,0,0,0
1440215991.23566,0,0,0,0,0,0,0,0,0,0
1440215991.23566,0,410,0,138,9088,68610,2913,0,0,0
1440215991.23566,5,1826,2,1698,286556,398778,144798,866791868,58,1558
1440216051.2396,0,0,0,0,0,0,0,0,0,0
1440216051.2396,0,0,0,0,0,0,0,0,0,0
1440216051.2396,0,412,0,138,9163,69612,2924,0,0,0
1440216051.2396,6,1840,2,1698,288967,403979,146185,866791868,58,1558
