Linux 3.10.0-229.el7.x86_64 (pgxl) 	08/21/2015 	_x86_64_	(4 CPU)

11:36:49 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:37:49 PM     all      5.88      0.00     18.76      0.06      0.01     75.29
11:38:49 PM     all      0.13      0.00      1.08      0.00      0.00     98.78
11:39:49 PM     all      1.31      0.00      0.08      0.00      0.00     98.61
11:40:49 PM     all      0.03      0.00      0.08      0.00      0.00     99.89
11:41:49 PM     all      0.04      0.00      0.08      0.00      0.00     99.88
11:42:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:43:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:44:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.89
11:45:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:46:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:47:49 PM     all      0.03      0.00      0.06      0.00      0.00     99.90
11:48:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:49:49 PM     all      0.03      0.00      0.08      0.00      0.00     99.90
11:50:49 PM     all      0.04      0.00      0.07      0.00      0.00     99.89
11:51:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:52:49 PM     all      0.03      0.00      0.07      0.01      0.00     99.89
11:53:49 PM     all      0.05      0.00      0.10      0.01      0.00     99.85
11:54:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.90
11:55:49 PM     all      0.03      0.00      0.06      0.00      0.00     99.90
11:56:49 PM     all      0.04      0.00      0.06      0.00      0.00     99.90
11:57:49 PM     all      0.10      0.00      0.07      0.01      0.00     99.82
11:58:49 PM     all      0.03      0.00      0.07      0.00      0.00     99.89
11:59:49 PM     all      0.04      0.00      0.08      0.00      0.00     99.88
12:00:49 AM     all      0.04      0.00      0.08      0.00      0.00     99.88
12:01:49 AM     all      0.04      0.00      0.08      0.00      0.00     99.88
12:02:49 AM     all      0.04      0.00      0.06      0.00      0.00     99.90
12:03:49 AM     all      0.05      0.00      0.16      0.01      0.00     99.77
12:04:49 AM     all      0.16      0.00      0.08      0.02      0.00     99.75
12:05:49 AM     all      0.03      0.00      0.08      0.00      0.00     99.90
12:06:49 AM     all      0.03      0.00      0.07      0.08      0.00     99.82
12:07:49 AM     all      0.13      0.00      0.09      0.01      0.00     99.76
12:08:49 AM     all      0.08      0.00      0.07      0.01      0.00     99.84
12:09:49 AM     all      0.04      0.00      0.07      0.00      0.00     99.89
12:10:49 AM     all      0.05      0.00      0.10      0.00      0.00     99.85
12:11:49 AM     all      0.04      0.00      0.08      0.00      0.00     99.87
12:12:49 AM     all     10.08      0.00      0.71      0.00      0.02     89.20
12:13:49 AM     all      0.04      0.00      0.08      0.00      0.00     99.87
12:14:49 AM     all      0.21      0.00      0.09      0.00      0.00     99.70
12:15:49 AM     all      0.04      0.00      0.08      0.00      0.00     99.88
12:16:49 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
12:17:49 AM     all      5.98      0.00      1.22      0.01      0.00     92.79
12:18:49 AM     all      0.05      0.00      0.08      0.01      0.00     99.86
