# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;60;1440214669;eth0;116.65;151.42;10.13;1561.90;0.00;0.00;0.00
pgxl;60;1440214669;lo;12.50;12.50;2.65;2.65;0.00;0.00;0.00
pgxl;60;1440214729;eth0;22.22;25.23;4.63;65.62;0.00;0.00;0.00
pgxl;60;1440214729;lo;11.67;11.67;2.55;2.55;0.00;0.00;0.00
pgxl;60;1440214789;eth0;16.18;18.01;7.54;7.35;0.00;0.00;0.00
pgxl;60;1440214789;lo;9.38;9.38;2.11;2.11;0.00;0.00;0.00
pgxl;60;1440214849;eth0;10.02;11.95;4.82;1.20;0.00;0.00;0.00
pgxl;60;1440214849;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440214909;eth0;9.88;12.38;4.79;1.24;0.00;0.00;0.00
pgxl;60;1440214909;lo;7.03;7.03;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440214969;eth0;10.02;12.02;4.78;1.21;0.00;0.00;0.00
pgxl;60;1440214969;lo;6.98;6.98;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440215029;eth0;9.72;12.23;4.77;1.23;0.00;0.00;0.00
pgxl;60;1440215029;lo;6.98;6.98;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440215089;eth0;9.92;11.87;4.77;1.20;0.00;0.00;0.00
pgxl;60;1440215089;lo;6.98;6.98;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440215149;eth0;9.82;12.30;4.79;1.23;0.00;0.00;0.00
pgxl;60;1440215149;lo;6.98;6.98;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440215209;eth0;9.92;11.87;4.85;1.20;0.00;0.00;0.00
pgxl;60;1440215209;lo;7.00;7.00;1.61;1.61;0.00;0.00;0.00
pgxl;60;1440215269;eth0;9.65;12.10;4.76;1.21;0.00;0.00;0.00
pgxl;60;1440215269;lo;6.98;6.98;1.60;1.60;0.00;0.00;0.00
pgxl;60;1440215329;eth0;10.03;11.93;4.81;1.21;0.00;0.00;0.00
pgxl;60;1440215329;lo;6.98;6.98;1.59;1.59;0.00;0.00;0.00
pgxl;60;1440215389;eth0;9.83;12.33;4.75;1.24;0.00;0.00;0.00
pgxl;60;1440215389;lo;6.98;6.98;1.60;1.60;0.00;0.00;0.00
pgxl;60;1440215449;eth0;10.05;12.07;4.78;1.21;0.00;0.00;0.00
pgxl;60;1440215449;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440215509;eth0;9.85;12.38;4.75;1.24;0.00;0.00;0.00
pgxl;60;1440215509;lo;7.00;7.00;1.61;1.61;0.00;0.00;0.00
pgxl;60;1440215569;eth0;10.02;11.93;4.80;1.21;0.00;0.00;0.00
pgxl;60;1440215569;lo;7.00;7.00;1.63;1.63;0.00;0.00;0.00
pgxl;60;1440215629;eth0;13.08;15.85;6.50;6.29;0.00;0.00;0.00
pgxl;60;1440215629;lo;9.30;9.30;2.15;2.15;0.00;0.00;0.00
