# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl6;60;1440211999;eth0;361.45;202.40;3024.68;14.44;0.00;0.00;0.00
pgxl6;60;1440211999;lo;8.17;8.17;1.94;1.94;0.00;0.00;0.00
pgxl6;60;1440212059;eth0;1267.95;754.25;10992.70;50.83;0.00;0.00;0.00
pgxl6;60;1440212059;lo;13.53;13.53;2.74;2.74;0.00;0.00;0.00
pgxl6;60;1440212119;eth0;1205.45;796.47;10446.69;53.85;0.00;0.00;0.00
pgxl6;60;1440212119;lo;13.78;13.78;2.54;2.54;0.00;0.00;0.00
pgxl6;60;1440212179;eth0;1215.95;846.63;10530.19;57.62;0.00;0.00;0.00
pgxl6;60;1440212179;lo;12.52;12.52;2.42;2.42;0.00;0.00;0.00
pgxl6;60;1440212239;eth0;1214.03;914.10;10474.48;109.22;0.00;0.00;0.00
pgxl6;60;1440212239;lo;14.70;14.70;2.88;2.88;0.00;0.00;0.00
pgxl6;60;1440212299;eth0;1261.18;920.52;10915.01;90.20;0.00;0.00;0.00
pgxl6;60;1440212299;lo;10.90;10.90;1.96;1.96;0.00;0.00;0.00
pgxl6;60;1440212359;eth0;1278.47;926.88;11049.80;62.89;0.00;0.00;0.00
pgxl6;60;1440212359;lo;14.08;14.08;2.52;2.52;0.00;0.00;0.00
pgxl6;60;1440212419;eth0;1225.65;903.27;10600.81;90.14;0.00;0.00;0.00
pgxl6;60;1440212419;lo;7.35;7.35;1.56;1.56;0.00;0.00;0.00
pgxl6;60;1440212479;eth0;1219.93;903.95;10554.90;109.65;0.00;0.00;0.00
pgxl6;60;1440212479;lo;5.93;5.93;1.33;1.33;0.00;0.00;0.00
pgxl6;60;1440212539;eth0;1234.42;902.85;10671.47;80.35;0.00;0.00;0.00
pgxl6;60;1440212539;lo;5.93;5.93;1.29;1.29;0.00;0.00;0.00
pgxl6;60;1440212599;eth0;1229.93;908.43;10537.69;61.28;0.00;0.00;0.00
pgxl6;60;1440212599;lo;8.37;8.37;1.64;1.64;0.00;0.00;0.00
pgxl6;60;1440212659;eth0;1234.08;899.92;10533.14;60.53;0.00;0.00;0.00
pgxl6;60;1440212659;lo;15.25;15.25;2.60;2.60;0.00;0.00;0.00
pgxl6;60;1440212719;eth0;1239.32;883.67;10563.14;59.56;0.00;0.00;0.00
pgxl6;60;1440212719;lo;6.50;6.50;1.52;1.52;0.00;0.00;0.00
pgxl6;60;1440212779;eth0;1194.23;897.47;9923.98;117.35;0.00;0.00;0.00
pgxl6;60;1440212779;lo;6.53;6.53;1.70;1.70;0.00;0.00;0.00
pgxl6;60;1440212839;eth0;1015.18;777.75;8258.79;50.81;0.00;0.00;0.00
pgxl6;60;1440212839;lo;4.85;4.85;1.21;1.21;0.00;0.00;0.00
pgxl6;60;1440212899;eth0;963.33;770.43;7730.01;50.35;0.00;0.00;0.00
pgxl6;60;1440212899;lo;9.08;9.08;1.91;1.91;0.00;0.00;0.00
pgxl6;60;1440212959;eth0;899.53;633.17;7485.91;41.42;0.00;0.00;0.00
pgxl6;60;1440212959;lo;15.20;15.20;2.61;2.61;0.00;0.00;0.00
pgxl6;60;1440213019;eth0;1005.40;934.70;8042.51;61.01;0.00;0.00;0.00
pgxl6;60;1440213019;lo;15.18;15.18;2.50;2.50;0.00;0.00;0.00
pgxl6;60;1440213079;eth0;1052.05;1018.58;8376.48;96.88;0.00;0.00;0.00
pgxl6;60;1440213079;lo;5.38;5.38;1.20;1.20;0.00;0.00;0.00
pgxl6;60;1440213139;eth0;985.98;957.60;7843.77;104.14;0.00;0.00;0.00
pgxl6;60;1440213139;lo;4.92;4.92;1.16;1.16;0.00;0.00;0.00
pgxl6;60;1440213199;eth0;984.37;944.17;7852.46;61.46;0.00;0.00;0.00
pgxl6;60;1440213199;lo;7.23;7.23;1.45;1.45;0.00;0.00;0.00
pgxl6;60;1440213259;eth0;985.35;957.13;7851.10;62.33;0.00;0.00;0.00
pgxl6;60;1440213259;lo;4.87;4.87;1.08;1.08;0.00;0.00;0.00
pgxl6;60;1440213319;eth0;982.13;951.67;7829.53;61.89;0.00;0.00;0.00
pgxl6;60;1440213319;lo;4.33;4.33;1.00;1.00;0.00;0.00;0.00
pgxl6;60;1440213379;eth0;986.27;958.52;7858.94;62.35;0.00;0.00;0.00
pgxl6;60;1440213379;lo;4.62;4.62;1.04;1.04;0.00;0.00;0.00
pgxl6;60;1440213439;eth0;981.53;955.47;7822.38;62.18;0.00;0.00;0.00
pgxl6;60;1440213439;lo;4.22;4.22;1.02;1.02;0.00;0.00;0.00
pgxl6;60;1440213499;eth0;1050.38;1015.42;8374.36;65.95;0.00;0.00;0.00
pgxl6;60;1440213499;lo;7.35;7.35;1.44;1.44;0.00;0.00;0.00
pgxl6;60;1440213559;eth0;981.47;950.45;7823.53;61.75;0.00;0.00;0.00
pgxl6;60;1440213559;lo;4.23;4.23;0.98;0.98;0.00;0.00;0.00
pgxl6;60;1440213619;eth0;980.97;949.48;7819.12;61.70;0.00;0.00;0.00
pgxl6;60;1440213619;lo;4.20;4.20;1.02;1.02;0.00;0.00;0.00
pgxl6;60;1440213679;eth0;980.25;949.48;7814.39;61.69;0.00;0.00;0.00
pgxl6;60;1440213679;lo;4.08;4.08;0.97;0.97;0.00;0.00;0.00
pgxl6;60;1440213739;eth0;981.88;950.00;7825.49;61.72;0.00;0.00;0.00
pgxl6;60;1440213739;lo;4.28;4.28;1.05;1.05;0.00;0.00;0.00
pgxl6;60;1440213799;eth0;981.22;947.87;7818.52;61.61;0.00;0.00;0.00
pgxl6;60;1440213799;lo;7.75;7.75;1.54;1.54;0.00;0.00;0.00
