ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,32447,10,pgxc,10.93.131.148,37278,2015-08-22 00:19:55.216423-04,,2015-08-22 00:19:55.222234-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-22 00:19:55.255562-04
946684800,32471,10,psql,10.93.131.148,37328,2015-08-22 00:19:56.488172-04,,2015-08-22 00:19:56.498132-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.498135-04
946684800,32472,10,psql,10.93.131.148,37331,2015-08-22 00:19:56.490297-04,,2015-08-22 00:19:56.498392-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.498397-04
946684800,32473,10,psql,10.93.131.148,37332,2015-08-22 00:19:56.490459-04,,2015-08-22 00:19:56.500173-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.500174-04
946684800,32474,10,psql,10.93.131.148,37334,2015-08-22 00:19:56.493154-04,,2015-08-22 00:19:56.499896-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.499899-04
946684800,32475,10,psql,10.93.131.148,37337,2015-08-22 00:19:56.495613-04,,2015-08-22 00:19:56.504189-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.504192-04
946684800,32447,10,pgxc,10.93.131.148,37278,2015-08-22 00:19:55.216423-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:17.702637-04,f,Remote Subplan,active,2015-08-22 00:20:17.714583-04
946684800,32499,10,pgxc,10.93.131.148,37409,2015-08-22 00:20:01.584089-04,2015-08-22 00:20:01.599774-04,2015-08-22 00:20:01.603038-04,f,Remote Subplan,active,2015-08-22 00:20:01.965667-04
946684800,32500,10,pgxc,10.93.131.148,37425,2015-08-22 00:20:04.758639-04,2015-08-22 00:20:04.688509-04,2015-08-22 00:20:04.689442-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 00:20:04.767232-04
946684800,32501,10,pgxc,10.87.3.185,49149,2015-08-22 00:20:17.694919-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.378374-04,f,Remote Subplan,active,2015-08-22 00:20:56.475276-04
946684800,32502,10,pgxc,10.87.3.232,53094,2015-08-22 00:20:17.69511-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.3482-04,f,Remote Subplan,active,2015-08-22 00:20:56.445765-04
946684800,32503,10,pgxc,10.94.132.84,54880,2015-08-22 00:20:17.695331-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.325195-04,f,Remote Subplan,active,2015-08-22 00:20:56.421563-04
946684800,32504,10,pgxc,10.87.8.227,35247,2015-08-22 00:20:17.696138-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.321667-04,f,Remote Subplan,active,2015-08-22 00:20:56.424942-04
946684800,32505,10,pgxc,10.92.9.245,45769,2015-08-22 00:20:17.696459-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.349185-04,f,Remote Subplan,active,2015-08-22 00:20:56.445734-04
946684800,32506,10,pgxc,10.95.141.120,55191,2015-08-22 00:20:17.696703-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.383703-04,f,Remote Subplan,active,2015-08-22 00:20:56.481868-04
946684800,32507,10,pgxc,10.87.3.206,33913,2015-08-22 00:20:17.706127-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.243715-04,f,Remote Subplan,active,2015-08-22 00:20:56.352866-04
946684800,32508,10,pgxc,10.223.4.4,47337,2015-08-22 00:20:17.707936-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.319047-04,f,Remote Subplan,active,2015-08-22 00:20:56.428248-04
946684800,32509,10,pgxc,10.87.3.185,49165,2015-08-22 00:20:17.778656-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.259551-04,f,Remote Subplan,active,2015-08-22 00:20:56.446068-04
946684800,32510,10,pgxc,10.87.3.232,53110,2015-08-22 00:20:17.779512-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.25725-04,f,Remote Subplan,active,2015-08-22 00:20:56.447131-04
946684800,32511,10,pgxc,10.92.9.245,45785,2015-08-22 00:20:17.780684-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.265021-04,f,Remote Subplan,active,2015-08-22 00:20:56.448369-04
946684800,32512,10,pgxc,10.94.132.84,54896,2015-08-22 00:20:17.781035-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.2615-04,f,Remote Subplan,active,2015-08-22 00:20:56.44828-04
946684800,32513,10,pgxc,10.87.8.227,35263,2015-08-22 00:20:17.782052-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.263883-04,f,Remote Subplan,active,2015-08-22 00:20:56.446935-04
946684800,32514,10,pgxc,10.95.141.120,55207,2015-08-22 00:20:17.782392-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.265188-04,f,Remote Subplan,active,2015-08-22 00:20:56.449595-04
946684800,32515,10,pgxc,10.223.4.4,47353,2015-08-22 00:20:17.783288-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.268885-04,f,Remote Subplan,active,2015-08-22 00:20:56.450508-04
946684800,32516,10,pgxc,10.87.3.206,33929,2015-08-22 00:20:17.783458-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.266965-04,f,Remote Subplan,active,2015-08-22 00:20:56.450862-04
946684800,32517,10,pgxc,10.87.3.232,53126,2015-08-22 00:20:17.85544-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.225988-04,f,Remote Subplan,active,2015-08-22 00:20:56.482711-04
946684800,32518,10,pgxc,10.94.132.84,54911,2015-08-22 00:20:17.858628-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.225044-04,f,Remote Subplan,active,2015-08-22 00:20:56.483552-04
946684800,32519,10,pgxc,10.87.3.185,49182,2015-08-22 00:20:17.858754-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.220813-04,f,Remote Subplan,active,2015-08-22 00:20:56.482304-04
946684800,32520,10,pgxc,10.223.4.4,47369,2015-08-22 00:20:17.860276-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.220469-04,f,Remote Subplan,active,2015-08-22 00:20:56.483787-04
946684800,32521,10,pgxc,10.87.3.206,33943,2015-08-22 00:20:17.862007-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.218623-04,f,Remote Subplan,active,2015-08-22 00:20:56.483893-04
946684800,32522,10,pgxc,10.87.8.227,35279,2015-08-22 00:20:17.870887-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.212378-04,f,Remote Subplan,active,2015-08-22 00:20:56.484498-04
946684800,32523,10,pgxc,10.92.9.245,45806,2015-08-22 00:20:17.874399-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.209619-04,f,Remote Subplan,active,2015-08-22 00:20:56.486605-04
946684800,32524,10,pgxc,10.95.141.120,55223,2015-08-22 00:20:17.882764-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.200049-04,f,Remote Subplan,active,2015-08-22 00:20:56.48424-04
946684800,32525,10,pgxc,10.94.132.84,54924,2015-08-22 00:20:17.927305-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.117231-04,f,Remote Subplan,active,2015-08-22 00:20:56.449983-04
946684800,32526,10,pgxc,10.87.3.206,33956,2015-08-22 00:20:17.936024-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.110021-04,f,Remote Subplan,active,2015-08-22 00:20:56.447785-04
946684800,32527,10,pgxc,10.87.3.185,49199,2015-08-22 00:20:17.938385-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.105163-04,f,Remote Subplan,active,2015-08-22 00:20:56.446206-04
946684800,32528,10,pgxc,10.223.4.4,47385,2015-08-22 00:20:17.947101-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.093383-04,f,Remote Subplan,active,2015-08-22 00:20:56.447966-04
946684800,32529,10,pgxc,10.87.3.232,53142,2015-08-22 00:20:17.949716-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.088125-04,f,Remote Subplan,active,2015-08-22 00:20:56.446428-04
946684800,32530,10,pgxc,10.87.8.227,35296,2015-08-22 00:20:17.960233-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.084845-04,f,Remote Subplan,active,2015-08-22 00:20:56.446608-04
946684800,32531,10,pgxc,10.92.9.245,45823,2015-08-22 00:20:17.971402-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.078371-04,f,Remote Subplan,active,2015-08-22 00:20:56.450525-04
