# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl2;60;1440214669;xvda;1111.58;1030.00;53713.70;49.25;44.23;39.79;0.37;41.36
pgxl2;60;1440214669;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440214729;xvda;1278.82;82415.60;10572.15;72.71;28.72;22.46;0.56;72.01
pgxl2;60;1440214729;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440214789;xvda;505.03;14031.07;14423.87;56.34;16.14;31.94;0.43;21.54
pgxl2;60;1440214789;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440214849;xvda;311.37;124.93;5194.83;17.09;16.18;51.96;0.28;8.80
pgxl2;60;1440214849;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440214909;xvda;0.82;7.07;6.05;16.06;0.00;0.98;0.55;0.04
pgxl2;60;1440214909;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440214969;xvda;0.68;5.87;5.87;17.17;0.00;0.98;0.68;0.05
pgxl2;60;1440214969;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215029;xvda;27.40;6.93;463.47;17.17;0.13;4.79;0.06;0.16
pgxl2;60;1440215029;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215089;xvda;17.95;9.60;350.87;20.08;0.07;4.17;0.07;0.12
pgxl2;60;1440215089;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215149;xvda;3.20;32.67;111.38;45.02;0.01;1.71;0.34;0.11
pgxl2;60;1440215149;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215209;xvda;49.38;7869.20;5.78;159.47;0.07;1.33;1.08;5.35
pgxl2;60;1440215209;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215269;xvda;97.60;15981.07;3.82;163.78;0.13;1.33;1.07;10.43
pgxl2;60;1440215269;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215329;xvda;164.97;27901.73;4.12;169.16;0.22;1.32;1.07;17.65
pgxl2;60;1440215329;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215389;xvda;176.93;29347.87;4.83;165.90;0.23;1.31;1.03;18.29
pgxl2;60;1440215389;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215449;xvda;952.75;31088.40;5.60;32.64;0.86;0.90;0.73;69.54
pgxl2;60;1440215449;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215509;xvda;1744.80;60090.67;247.12;34.58;1.73;0.99;0.56;98.47
pgxl2;60;1440215509;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215569;xvda;514.82;13144.27;157.00;25.84;0.51;0.99;0.44;22.40
pgxl2;60;1440215569;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215629;xvda;963.07;22251.60;8555.88;31.99;2.64;2.74;0.22;21.43
pgxl2;60;1440215629;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215689;xvda;1619.36;37965.27;7.75;23.45;1.52;0.94;0.23;37.17
pgxl2;60;1440215689;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215749;xvda;914.67;24526.40;5.03;26.82;0.84;0.92;0.30;27.24
pgxl2;60;1440215749;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215809;xvda;505.62;15638.13;4.63;30.94;0.55;1.09;0.42;21.35
pgxl2;60;1440215809;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215869;xvda;429.12;17577.60;99.58;41.19;0.39;0.91;0.68;29.04
pgxl2;60;1440215869;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215930;xvda;447.32;7548.00;4.93;16.88;0.36;0.81;0.73;32.48
pgxl2;60;1440215930;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440215990;xvda;393.02;90849.33;8483.17;252.74;2.98;7.58;1.74;68.25
pgxl2;60;1440215990;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl2;60;1440216050;xvda;146.78;3904.27;24630.83;194.40;12.05;82.11;0.96;14.09
