# hostname;interval;timestamp;pswpin/s;pswpout/s
pgxl2;60;1440214669;0.00;0.00
pgxl2;60;1440214729;0.00;0.00
pgxl2;60;1440214789;0.00;0.00
pgxl2;60;1440214849;0.00;0.00
pgxl2;60;1440214909;0.00;0.00
pgxl2;60;1440214969;0.00;0.00
pgxl2;60;1440215029;0.00;0.00
pgxl2;60;1440215089;0.00;0.00
pgxl2;60;1440215149;0.00;0.00
pgxl2;60;1440215209;0.00;0.00
pgxl2;60;1440215269;0.00;0.00
pgxl2;60;1440215329;0.00;0.00
pgxl2;60;1440215389;0.00;0.00
pgxl2;60;1440215449;0.00;0.00
pgxl2;60;1440215509;0.00;0.00
pgxl2;60;1440215569;0.00;0.00
pgxl2;60;1440215629;0.00;0.00
pgxl2;60;1440215689;0.00;0.00
pgxl2;60;1440215749;0.00;0.00
pgxl2;60;1440215809;0.00;0.00
pgxl2;60;1440215869;0.00;0.00
pgxl2;60;1440215930;0.00;0.00
pgxl2;60;1440215990;0.00;0.00
pgxl2;60;1440216050;0.00;0.00
pgxl2;60;1440216110;0.00;0.00
pgxl2;60;1440216170;0.00;0.00
pgxl2;60;1440216230;0.00;0.00
pgxl2;60;1440216290;0.00;0.00
pgxl2;60;1440216350;0.00;0.00
pgxl2;60;1440216409;0.00;0.00
pgxl2;60;1440216470;0.00;0.00
pgxl2;60;1440216530;0.00;0.00
pgxl2;60;1440216590;0.00;0.00
pgxl2;60;1440216650;0.00;0.00
pgxl2;60;1440216710;0.00;0.00
pgxl2;60;1440216770;0.00;0.00
pgxl2;60;1440216830;0.00;0.00
pgxl2;60;1440216890;0.00;0.00
pgxl2;60;1440216950;0.00;0.00
pgxl2;60;1440217010;0.00;0.00
pgxl2;60;1440217070;0.00;0.00
pgxl2;60;1440217130;0.00;0.00
