2015-08-21 23:36:48 EDT [9164]: [1-1] user=,db=,app=,client= LOG:  database system was shut down at 2015-08-21 23:36:14 EDT
2015-08-21 23:36:48 EDT [9164]: [2-1] user=,db=,app=,client= LOG:  MultiXact member wraparound protections are now enabled
2015-08-21 23:36:48 EDT [9163]: [1-1] user=,db=,app=,client= LOG:  database system is ready to accept connections
2015-08-21 23:36:48 EDT [9169]: [1-1] user=,db=,app=,client= LOG:  autovacuum launcher started
2015-08-21 23:41:49 EDT [9166]: [1-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-21 23:41:49 EDT [9166]: [2-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.224 s, sync=0.003 s, total=0.233 s; sync files=3, longest=0.001 s, average=0.001 s; distance=4 kB, estimate=4 kB
2015-08-21 23:46:49 EDT [9166]: [3-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-21 23:46:49 EDT [9166]: [4-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.016 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=4 kB
2015-08-21 23:51:49 EDT [9166]: [5-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-21 23:51:49 EDT [9166]: [6-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.016 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=4 kB
2015-08-21 23:56:49 EDT [9166]: [7-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-21 23:56:49 EDT [9166]: [8-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.029 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=4 kB
2015-08-22 00:01:49 EDT [9166]: [9-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:01:49 EDT [9166]: [10-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.016 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=4 kB
2015-08-22 00:06:49 EDT [9166]: [11-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:06:49 EDT [9166]: [12-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.015 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=4 kB
2015-08-22 00:11:49 EDT [9166]: [13-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:11:49 EDT [9166]: [14-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.015 s; sync files=0, longest=0.000 s, average=0.000 s; distance=4 kB, estimate=4 kB
2015-08-22 00:16:50 EDT [9166]: [15-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:16:52 EDT [9166]: [16-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 21 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=2.015 s, sync=0.015 s, total=2.034 s; sync files=16, longest=0.001 s, average=0.000 s; distance=110 kB, estimate=110 kB
2015-08-22 00:19:07 EDT [12895]: [1-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Getting relation statistics for pg_temp_2.tmp_orderkey2
2015-08-22 00:19:07 EDT [12895]: [2-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  ANALYZE tmp_orderkey2;
2015-08-22 00:19:07 EDT [12895]: [3-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Getting detailed statistics for pg_temp_2.tmp_orderkey2
2015-08-22 00:19:07 EDT [12895]: [4-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  ANALYZE tmp_orderkey2;
2015-08-22 00:19:10 EDT [9163]: [2-1] user=,db=,app=,client= LOG:  received fast shutdown request
2015-08-22 00:19:10 EDT [9163]: [3-1] user=,db=,app=,client= LOG:  aborting any active transactions
2015-08-22 00:19:10 EDT [9169]: [2-1] user=,db=,app=,client= LOG:  autovacuum launcher shutting down
2015-08-22 00:19:10 EDT [12795]: [1-1] user=mark,db=dbt3,app=psql,client=[local] FATAL:  terminating connection due to administrator command
2015-08-22 00:19:10 EDT [9166]: [17-1] user=,db=,app=,client= LOG:  shutting down
2015-08-22 00:19:10 EDT [9166]: [18-1] user=,db=,app=,client= LOG:  checkpoint starting: shutdown immediate
2015-08-22 00:19:10 EDT [9166]: [19-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 34 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.011 s, sync=0.027 s, total=0.043 s; sync files=28, longest=0.002 s, average=0.000 s; distance=142 kB, estimate=142 kB
2015-08-22 00:19:10 EDT [9166]: [20-1] user=,db=,app=,client= LOG:  database system is shut down
