# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;60;1440217255;eth0;71.87;69.60;9.29;152.95;0.00;0.00;0.00
pgxl;60;1440217255;lo;54.73;54.73;13.33;13.33;0.00;0.00;0.00
pgxl;60;1440217315;eth0;21.15;22.43;8.19;63.33;0.00;0.00;0.00
pgxl;60;1440217315;lo;9.32;9.32;2.15;2.15;0.00;0.00;0.00
pgxl;60;1440217375;eth0;20.93;22.43;6.58;75.58;0.00;0.00;0.00
pgxl;60;1440217375;lo;7.02;7.02;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440217435;eth0;22.27;23.53;13.76;50.33;0.00;0.00;0.00
pgxl;60;1440217435;lo;12.82;12.82;2.72;2.72;0.00;0.00;0.00
pgxl;60;1440217495;eth0;1608.00;583.72;11942.18;137.12;0.00;0.00;0.00
pgxl;60;1440217495;lo;9.47;9.47;2.21;2.21;0.00;0.00;0.00
pgxl;60;1440217555;eth0;46.73;36.32;155.59;90.49;0.00;0.00;0.00
pgxl;60;1440217555;lo;11.85;11.85;2.74;2.74;0.00;0.00;0.00
pgxl;60;1440217615;eth0;19.40;22.52;6.49;86.07;0.00;0.00;0.00
pgxl;60;1440217615;lo;6.98;6.98;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440217675;eth0;18.92;20.37;19.28;51.27;0.00;0.00;0.00
pgxl;60;1440217675;lo;6.98;6.98;1.66;1.66;0.00;0.00;0.00
pgxl;60;1440217735;eth0;17.27;18.50;14.72;36.71;0.00;0.00;0.00
pgxl;60;1440217735;lo;6.98;6.98;1.69;1.69;0.00;0.00;0.00
pgxl;60;1440217795;eth0;2247.88;198.48;17528.93;106.84;0.00;0.00;0.00
pgxl;60;1440217795;lo;11.65;11.65;2.71;2.71;0.00;0.00;0.00
pgxl;60;1440217855;eth0;19.27;21.37;6.97;70.14;0.00;0.00;0.00
pgxl;60;1440217855;lo;6.98;6.98;1.68;1.68;0.00;0.00;0.00
pgxl;60;1440217915;eth0;19.17;22.40;6.89;75.66;0.00;0.00;0.00
pgxl;60;1440217915;lo;6.98;6.98;1.67;1.67;0.00;0.00;0.00
pgxl;60;1440217975;eth0;24.03;26.23;8.70;76.18;0.00;0.00;0.00
pgxl;60;1440217975;lo;6.98;6.98;1.67;1.67;0.00;0.00;0.00
pgxl;60;1440218035;eth0;20.17;23.05;5.61;86.21;0.00;0.00;0.00
pgxl;60;1440218035;lo;6.98;6.98;1.66;1.66;0.00;0.00;0.00
pgxl;60;1440218095;eth0;21.73;24.07;5.73;78.74;0.00;0.00;0.00
pgxl;60;1440218095;lo;9.35;9.35;2.18;2.18;0.00;0.00;0.00
pgxl;60;1440218155;eth0;27.15;29.58;6.00;107.00;0.00;0.00;0.00
pgxl;60;1440218155;lo;9.30;9.30;2.20;2.20;0.00;0.00;0.00
pgxl;60;1440218215;eth0;43.22;41.93;66.88;161.86;0.00;0.00;0.00
pgxl;60;1440218215;lo;16.80;16.80;3.66;3.66;0.00;0.00;0.00
pgxl;60;1440218275;eth0;27.92;32.00;6.09;159.75;0.00;0.00;0.00
pgxl;60;1440218275;lo;7.50;7.50;1.74;1.74;0.00;0.00;0.00
pgxl;60;1440218335;eth0;22.48;26.33;6.01;105.76;0.00;0.00;0.00
pgxl;60;1440218335;lo;9.35;9.35;2.23;2.23;0.00;0.00;0.00
pgxl;60;1440218395;eth0;31.08;32.98;6.64;103.77;0.00;0.00;0.00
pgxl;60;1440218395;lo;9.38;9.38;2.17;2.17;0.00;0.00;0.00
pgxl;60;1440218455;eth0;20.50;22.82;6.48;100.27;0.00;0.00;0.00
pgxl;60;1440218455;lo;7.52;7.52;1.76;1.76;0.00;0.00;0.00
pgxl;60;1440218515;eth0;19.38;21.75;6.48;88.12;0.00;0.00;0.00
pgxl;60;1440218515;lo;6.98;6.98;1.69;1.69;0.00;0.00;0.00
pgxl;60;1440218575;eth0;21.77;24.97;6.63;100.82;0.00;0.00;0.00
pgxl;60;1440218575;lo;6.98;6.98;1.68;1.68;0.00;0.00;0.00
pgxl;60;1440218635;eth0;20.68;23.62;7.71;95.15;0.00;0.00;0.00
pgxl;60;1440218635;lo;6.98;6.98;1.69;1.69;0.00;0.00;0.00
pgxl;60;1440218695;eth0;21.80;24.45;6.92;91.68;0.00;0.00;0.00
pgxl;60;1440218695;lo;9.32;9.32;2.24;2.24;0.00;0.00;0.00
pgxl;60;1440218755;eth0;25.62;28.25;10.37;125.87;0.00;0.00;0.00
pgxl;60;1440218755;lo;9.47;9.47;2.18;2.18;0.00;0.00;0.00
pgxl;60;1440218815;eth0;48.25;47.37;27.47;102.72;0.00;0.00;0.00
pgxl;60;1440218815;lo;9.47;9.47;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440218875;eth0;26.17;29.18;8.79;139.79;0.00;0.00;0.00
pgxl;60;1440218875;lo;9.28;9.28;2.13;2.13;0.00;0.00;0.00
pgxl;60;1440218935;eth0;20.60;23.70;6.96;95.79;0.00;0.00;0.00
pgxl;60;1440218935;lo;6.17;6.17;1.54;1.54;0.00;0.00;0.00
pgxl;60;1440218995;eth0;46.73;56.47;8.48;397.68;0.00;0.00;0.00
pgxl;60;1440218995;lo;11.85;11.85;2.67;2.67;0.00;0.00;0.00
pgxl;60;1440219055;eth0;17.88;20.17;8.75;5.02;0.00;0.00;0.00
pgxl;60;1440219055;lo;10.35;10.35;2.34;2.34;0.00;0.00;0.00
pgxl;60;1440219115;eth0;11.42;12.82;6.77;1.42;0.00;0.00;0.00
pgxl;60;1440219115;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440219175;eth0;16.00;17.10;7.24;6.82;0.00;0.00;0.00
pgxl;60;1440219175;lo;9.32;9.32;2.19;2.19;0.00;0.00;0.00
pgxl;60;1440219235;eth0;14.82;15.75;11.70;4.05;0.00;0.00;0.00
pgxl;60;1440219235;lo;9.28;9.28;2.14;2.14;0.00;0.00;0.00
pgxl;60;1440219295;eth0;1601.35;421.82;11933.73;38.06;0.00;0.00;0.00
pgxl;60;1440219295;lo;11.73;11.73;2.69;2.69;0.00;0.00;0.00
pgxl;60;1440219355;eth0;13.47;15.57;7.12;4.18;0.00;0.00;0.00
pgxl;60;1440219355;lo;10.20;10.20;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440219415;eth0;12.03;14.75;6.66;3.34;0.00;0.00;0.00
pgxl;60;1440219415;lo;9.53;9.53;2.18;2.18;0.00;0.00;0.00
pgxl;60;1440219475;eth0;16.87;18.62;6.53;7.35;0.00;0.00;0.00
pgxl;60;1440219475;lo;9.32;9.32;2.12;2.12;0.00;0.00;0.00
pgxl;60;1440219535;eth0;12.43;14.88;4.76;3.36;0.00;0.00;0.00
pgxl;60;1440219535;lo;9.30;9.30;2.16;2.16;0.00;0.00;0.00
pgxl;60;1440219595;eth0;12.98;14.70;4.77;5.90;0.00;0.00;0.00
pgxl;60;1440219595;lo;9.27;9.27;2.12;2.12;0.00;0.00;0.00
pgxl;60;1440219655;eth0;15.13;14.95;45.60;1.42;0.00;0.00;0.00
pgxl;60;1440219655;lo;7.08;7.08;1.63;1.63;0.00;0.00;0.00
pgxl;60;1440219715;eth0;2135.08;403.00;17308.89;39.36;0.00;0.00;0.00
pgxl;60;1440219715;lo;11.62;11.62;2.67;2.67;0.00;0.00;0.00
pgxl;60;1440219775;eth0;13.42;15.42;8.71;7.92;0.00;0.00;0.00
pgxl;60;1440219775;lo;9.28;9.28;2.14;2.14;0.00;0.00;0.00
pgxl;60;1440219835;eth0;10.18;12.03;5.12;1.23;0.00;0.00;0.00
pgxl;60;1440219835;lo;6.98;6.98;1.67;1.67;0.00;0.00;0.00
pgxl;60;1440219895;eth0;9.73;12.22;5.09;1.24;0.00;0.00;0.00
pgxl;60;1440219895;lo;6.98;6.98;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440219955;eth0;12.58;14.58;5.35;3.87;0.00;0.00;0.00
pgxl;60;1440219955;lo;9.33;9.33;2.23;2.23;0.00;0.00;0.00
pgxl;60;1440220015;eth0;13.05;15.22;5.82;8.58;0.00;0.00;0.00
pgxl;60;1440220015;lo;9.30;9.30;2.14;2.14;0.00;0.00;0.00
pgxl;60;1440220075;eth0;15.43;17.63;5.12;9.72;0.00;0.00;0.00
pgxl;60;1440220075;lo;11.62;11.62;2.66;2.66;0.00;0.00;0.00
pgxl;60;1440220135;eth0;9.93;12.48;4.88;1.27;0.00;0.00;0.00
pgxl;60;1440220135;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440220195;eth0;12.53;14.50;5.25;3.24;0.00;0.00;0.00
pgxl;60;1440220195;lo;9.27;9.27;2.15;2.15;0.00;0.00;0.00
pgxl;60;1440220255;eth0;9.93;12.47;4.96;1.27;0.00;0.00;0.00
pgxl;60;1440220255;lo;7.00;7.00;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440220315;eth0;18.28;19.22;5.61;6.65;0.00;0.00;0.00
pgxl;60;1440220315;lo;9.28;9.28;2.17;2.17;0.00;0.00;0.00
pgxl;60;1440220375;eth0;10.15;12.45;5.92;1.26;0.00;0.00;0.00
pgxl;60;1440220375;lo;6.98;6.98;1.66;1.66;0.00;0.00;0.00
pgxl;60;1440220435;eth0;10.32;12.10;5.90;1.24;0.00;0.00;0.00
pgxl;60;1440220435;lo;7.00;7.00;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440220495;eth0;9.98;12.25;5.89;1.24;0.00;0.00;0.00
pgxl;60;1440220495;lo;6.98;6.98;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440220555;eth0;10.70;12.25;5.92;1.25;0.00;0.00;0.00
pgxl;60;1440220555;lo;7.00;7.00;1.68;1.68;0.00;0.00;0.00
pgxl;60;1440220615;eth0;10.28;12.55;5.91;1.31;0.00;0.00;0.00
pgxl;60;1440220615;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440220675;eth0;15.40;16.15;25.54;5.30;0.00;0.00;0.00
pgxl;60;1440220675;lo;9.30;9.30;2.17;2.17;0.00;0.00;0.00
pgxl;60;1440220735;eth0;26.17;32.63;8.25;11.22;0.00;0.00;0.00
pgxl;60;1440220735;lo;18.77;18.77;4.27;4.27;0.00;0.00;0.00
pgxl;60;1440220795;eth0;32.47;39.20;10.26;16.86;0.00;0.00;0.00
pgxl;60;1440220795;lo;23.32;23.32;5.31;5.31;0.00;0.00;0.00
pgxl;60;1440220855;eth0;17.17;20.62;6.11;5.61;0.00;0.00;0.00
pgxl;60;1440220855;lo;12.15;12.15;2.78;2.78;0.00;0.00;0.00
pgxl;60;1440220915;eth0;10.15;12.42;4.85;1.28;0.00;0.00;0.00
pgxl;60;1440220915;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440220975;eth0;12.82;14.63;5.31;3.84;0.00;0.00;0.00
pgxl;60;1440220975;lo;9.27;9.27;2.14;2.14;0.00;0.00;0.00
pgxl;60;1440221035;eth0;22.85;21.42;63.54;11.53;0.00;0.00;0.00
pgxl;60;1440221035;lo;11.60;11.60;2.64;2.64;0.00;0.00;0.00
pgxl;60;1440221095;eth0;13.52;15.05;5.20;3.28;0.00;0.00;0.00
