# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl7;60;1440211999;766.87;8416.07;6541.73;5.92;4805.47;0.00;0.00;0.00;0.00
pgxl7;60;1440212059;0.40;40052.82;4342.00;0.00;8608.67;0.00;0.00;0.00;0.00
pgxl7;60;1440212119;0.00;33247.85;4966.68;0.00;9308.65;0.00;0.00;0.00;0.00
pgxl7;60;1440212179;0.00;45594.85;4250.07;0.00;8530.63;0.00;0.00;0.00;0.00
pgxl7;60;1440212239;0.00;43910.25;4392.67;0.00;12005.25;0.00;0.00;0.00;0.00
pgxl7;60;1440212299;0.00;46299.65;3488.32;0.00;9713.58;0.00;0.00;0.00;0.00
pgxl7;60;1440212359;0.00;52947.98;6406.63;0.00;9698.37;0.00;0.00;0.00;0.00
pgxl7;60;1440212419;0.00;47600.05;7361.15;0.00;12032.35;0.00;0.00;0.00;0.00
pgxl7;60;1440212479;9.13;44328.55;1972.30;0.10;8552.80;0.00;0.00;0.00;0.00
pgxl7;60;1440212539;0.00;41881.57;1643.60;0.00;11775.32;0.00;0.00;0.00;0.00
pgxl7;60;1440212599;0.00;47744.93;1607.75;0.00;7954.77;0.00;0.00;0.00;0.00
pgxl7;60;1440212659;0.00;48709.55;2529.28;0.00;7687.68;0.00;0.00;0.00;0.00
pgxl7;60;1440212719;0.00;36904.73;9826.17;0.00;15914.62;0.00;0.00;0.00;0.00
pgxl7;60;1440212779;26.80;47370.27;3817.08;0.20;13770.27;0.00;0.00;0.00;0.00
pgxl7;60;1440212839;15.80;55346.78;2314.53;0.15;10281.80;0.00;0.00;0.00;0.00
pgxl7;60;1440212899;0.15;60330.55;7669.70;0.00;14518.02;0.00;0.00;0.00;0.00
pgxl7;60;1440212959;0.00;70800.23;7101.95;0.00;27348.08;0.00;0.00;0.00;0.00
pgxl7;60;1440213019;0.27;36655.32;5934.18;0.00;8623.45;0.00;0.00;0.00;0.00
pgxl7;60;1440213079;0.00;20556.30;2410.77;0.00;12077.58;0.00;0.00;0.00;0.00
pgxl7;60;1440213139;0.13;21709.70;1560.60;0.00;13526.67;0.00;0.00;0.00;0.00
pgxl7;60;1440213199;0.00;20108.77;1472.05;0.00;6280.35;0.00;0.00;0.00;0.00
pgxl7;60;1440213259;0.00;22089.37;1482.10;0.00;6274.98;0.00;0.00;0.00;0.00
pgxl7;60;1440213319;0.00;19524.90;10070.62;0.00;7080.75;0.00;0.00;0.00;0.00
pgxl7;60;1440213379;0.00;14306.43;1514.55;0.00;11206.07;0.00;0.00;0.00;0.00
pgxl7;60;1440213439;0.00;20187.12;2382.02;0.00;6197.57;0.00;0.00;0.00;0.00
pgxl7;60;1440213499;0.00;19346.50;1620.22;0.00;6552.50;0.00;0.00;0.00;0.00
pgxl7;60;1440213559;0.00;22070.25;1479.88;0.00;6144.10;0.00;0.00;0.00;0.00
pgxl7;60;1440213619;0.00;17144.63;1517.75;0.00;6104.70;0.00;0.00;0.00;0.00
pgxl7;60;1440213679;0.00;20137.42;1700.50;0.00;6111.97;0.00;0.00;0.00;0.00
pgxl7;60;1440213739;0.00;20891.83;2334.10;0.00;8322.02;0.00;0.00;0.00;0.00
pgxl7;60;1440213799;0.00;19970.15;1688.70;0.00;11131.25;0.00;0.00;0.00;0.00
pgxl7;60;1440213859;0.00;34350.02;1858.58;0.00;4816.57;0.00;0.00;0.00;0.00
pgxl7;60;1440213919;0.13;84805.12;835.27;0.00;4518.80;0.00;0.00;0.00;0.00
pgxl7;60;1440213979;2.13;82628.40;3444.53;0.02;7884.48;7674.38;34.67;7704.83;99.95
pgxl7;60;1440214039;2578.73;23176.20;41801.57;0.07;56772.52;36465.78;1550.40;38016.18;100.00
pgxl7;60;1440214099;61.80;18373.92;37744.33;0.80;49323.73;43618.72;1401.87;45018.05;99.99
pgxl7;60;1440214159;11.93;83922.28;329.35;0.17;56629.60;7814.78;0.00;6102.78;78.09
pgxl7;60;1440214219;207.13;63209.52;456.52;2.18;39613.00;0.00;0.00;0.00;0.00
pgxl7;60;1440214279;54137.00;35695.20;250.05;0.15;174.25;0.00;0.00;0.00;0.00
pgxl7;60;1440214339;46018.13;47648.08;186.57;0.00;152.88;0.00;0.00;0.00;0.00
pgxl7;60;1440214399;38529.47;62553.07;188.03;0.00;227.02;0.00;0.00;0.00;0.00
pgxl7;60;1440214459;42704.27;32288.35;187.88;0.00;93.37;0.00;0.00;0.00;0.00
pgxl7;60;1440214519;5776.33;815.23;1871.48;0.95;4657.10;0.00;0.00;0.00;0.00
