Linux 3.10.0-229.el7.x86_64 (pgxl3) 	08/21/2015 	_x86_64_	(4 CPU)

10:52:19 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:53:19 PM     all      1.86      0.00      1.14      0.80      0.03     96.17
10:54:19 PM     all      4.45      0.00      1.47      4.65      0.07     89.36
10:55:19 PM     all      9.89      0.00      1.53      4.91      0.06     83.60
10:56:19 PM     all     19.99      0.00      1.62      5.03      0.06     73.31
10:57:19 PM     all      7.40      0.00      1.50      6.65      0.06     84.39
10:58:19 PM     all     16.56      0.00      1.59      6.00      0.06     75.79
10:59:19 PM     all     36.98      0.00      2.22      7.01      0.05     53.74
11:00:19 PM     all     51.42      0.00      2.36      3.51      0.05     42.66
11:01:19 PM     all     32.16      0.00      1.64      3.90      0.06     62.23
11:02:19 PM     all      8.98      0.00      1.51      4.97      0.07     84.46
11:03:19 PM     all      5.26      0.00      1.39      3.29      0.06     89.99
11:04:19 PM     all      5.63      0.00      1.52      4.87      0.07     87.92
11:05:19 PM     all     12.43      0.00      2.17      5.87      0.08     79.44
11:06:19 PM     all     33.60      0.00      2.14      9.25      0.07     54.94
11:07:19 PM     all     26.18      0.00      1.96     18.91      0.09     52.87
11:08:19 PM     all     80.90      0.00      5.03      6.11      0.03      7.94
11:09:19 PM     all     24.71      0.00      3.11     26.80      0.09     45.29
11:10:19 PM     all     58.27      0.00      2.39      4.68      0.06     34.59
11:11:19 PM     all     54.39      0.00      1.36      1.92      0.07     42.27
11:12:19 PM     all     13.09      0.00      0.87      1.78      0.08     84.19
11:13:19 PM     all      5.21      0.00      0.79      1.91      0.09     92.01
11:14:19 PM     all      5.27      0.00      0.81      1.78      0.08     92.05
11:15:19 PM     all      5.28      0.00      0.77      1.90      0.08     91.96
11:16:19 PM     all      5.29      0.00      0.79      1.10      0.08     92.73
11:17:19 PM     all      5.24      0.00      0.79      1.92      0.08     91.96
11:18:19 PM     all      5.66      0.00      0.82      2.43      0.09     90.99
11:19:19 PM     all      5.39      0.00      0.93      1.81      0.08     91.79
11:20:19 PM     all      5.70      0.00      0.86      1.44      0.09     91.91
11:21:19 PM     all      5.59      0.00      0.82      2.40      0.09     91.10
11:22:19 PM     all      5.50      0.00      0.83      1.79      0.08     91.80
11:23:19 PM     all      5.49      0.00      0.82      1.93      0.08     91.68
11:24:19 PM     all     26.73      0.00      2.13      6.32      0.06     64.76
11:25:19 PM     all     23.75      0.00      1.14     38.00      0.03     37.08
11:26:19 PM     all     20.34      0.00      3.14     22.42      0.04     54.07
11:27:19 PM     all     60.05      0.00      9.48      7.07      0.01     23.39
11:28:19 PM     all     91.79      0.00      8.04      0.00      0.00      0.17
11:29:19 PM     all     51.08      0.00      3.84     26.31      0.04     18.73
11:30:19 PM     all      2.41      0.00      0.92     26.75      0.03     69.89
11:31:19 PM     all      0.79      0.00      1.08     22.93      0.03     75.17
11:32:19 PM     all      0.62      0.00      0.87     24.12      0.03     74.35
11:33:19 PM     all      1.15      0.00      1.22     23.41      0.03     74.19
11:34:19 PM     all      0.01      0.00      0.11     24.33      0.03     75.51
11:35:19 PM     all     21.00      0.00      1.88      2.15      0.01     74.96
