# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;60;1440211999;eth0;2105.03;2459.36;118.14;27485.71;0.00;0.00;0.00
pgxl;60;1440211999;lo;109.28;109.28;18.85;18.85;0.00;0.00;0.00
pgxl;60;1440212059;eth0;6165.73;6783.75;329.20;86108.70;0.00;0.00;0.00
pgxl;60;1440212059;lo;8.07;8.07;2.16;2.16;0.00;0.00;0.00
pgxl;60;1440212119;eth0;6554.67;6957.74;353.60;87165.29;0.00;0.00;0.00
pgxl;60;1440212119;lo;8.08;8.08;2.05;2.05;0.00;0.00;0.00
pgxl;60;1440212179;eth0;6963.77;7146.78;378.32;88214.95;0.00;0.00;0.00
pgxl;60;1440212179;lo;7.87;7.87;1.92;1.92;0.00;0.00;0.00
pgxl;60;1440212239;eth0;7450.36;7386.79;782.90;89220.06;0.00;0.00;0.00
pgxl;60;1440212239;lo;12.56;12.56;2.96;2.96;0.00;0.00;0.00
pgxl;60;1440212299;eth0;7391.45;7343.41;623.74;88921.61;0.00;0.00;0.00
pgxl;60;1440212299;lo;11.93;11.93;2.52;2.52;0.00;0.00;0.00
pgxl;60;1440212359;eth0;6991.42;7183.35;379.99;88439.22;0.00;0.00;0.00
pgxl;60;1440212359;lo;16.18;16.18;3.37;3.37;0.00;0.00;0.00
pgxl;60;1440212419;eth0;7199.45;7195.38;620.39;88399.81;0.00;0.00;0.00
pgxl;60;1440212419;lo;14.25;14.25;3.14;3.14;0.00;0.00;0.00
pgxl;60;1440212479;eth0;7226.58;7182.42;777.56;88377.43;0.00;0.00;0.00
pgxl;60;1440212479;lo;10.88;10.88;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440212539;eth0;7215.83;7229.99;543.57;88018.18;0.00;0.00;0.00
pgxl;60;1440212539;lo;9.35;9.35;2.11;2.11;0.00;0.00;0.00
pgxl;60;1440212599;eth0;7209.82;7361.77;388.08;87551.83;0.00;0.00;0.00
pgxl;60;1440212599;lo;11.90;11.90;2.46;2.46;0.00;0.00;0.00
pgxl;60;1440212659;eth0;7143.90;7501.65;382.68;86662.53;0.00;0.00;0.00
pgxl;60;1440212659;lo;16.10;16.10;3.02;3.02;0.00;0.00;0.00
pgxl;60;1440212719;eth0;7214.31;7712.50;386.23;86703.41;0.00;0.00;0.00
pgxl;60;1440212719;lo;12.73;12.73;2.70;2.70;0.00;0.00;0.00
pgxl;60;1440212779;eth0;7476.34;7968.41;742.15;77907.73;0.00;0.00;0.00
pgxl;60;1440212779;lo;14.36;14.36;2.88;2.88;0.00;0.00;0.00
pgxl;60;1440212839;eth0;6072.98;7493.07;427.42;65669.35;0.00;0.00;0.00
pgxl;60;1440212839;lo;10.85;10.85;2.32;2.32;0.00;0.00;0.00
pgxl;60;1440212899;eth0;5685.02;7234.49;294.10;60962.66;0.00;0.00;0.00
pgxl;60;1440212899;lo;15.06;15.06;2.89;2.89;0.00;0.00;0.00
pgxl;60;1440212959;eth0;5142.92;6212.67;266.01;61917.83;0.00;0.00;0.00
pgxl;60;1440212959;lo;10.75;10.75;2.25;2.25;0.00;0.00;0.00
pgxl;60;1440213019;eth0;7417.51;7840.84;382.28;63376.33;0.00;0.00;0.00
pgxl;60;1440213019;lo;9.80;9.80;2.00;2.00;0.00;0.00;0.00
pgxl;60;1440213079;eth0;8150.17;8426.12;663.54;67254.94;0.00;0.00;0.00
pgxl;60;1440213079;lo;8.32;8.32;1.82;1.82;0.00;0.00;0.00
pgxl;60;1440213139;eth0;7665.16;7890.23;728.24;62917.50;0.00;0.00;0.00
pgxl;60;1440213139;lo;8.63;8.63;1.85;1.85;0.00;0.00;0.00
pgxl;60;1440213199;eth0;7619.20;7873.55;391.61;62975.96;0.00;0.00;0.00
pgxl;60;1440213199;lo;10.48;10.48;2.03;2.03;0.00;0.00;0.00
pgxl;60;1440213259;eth0;7630.68;7879.27;392.19;62931.19;0.00;0.00;0.00
pgxl;60;1440213259;lo;8.77;8.77;1.83;1.83;0.00;0.00;0.00
pgxl;60;1440213319;eth0;7614.27;7868.25;391.06;62908.10;0.00;0.00;0.00
pgxl;60;1440213319;lo;7.38;7.38;1.67;1.67;0.00;0.00;0.00
pgxl;60;1440213379;eth0;7641.53;7889.28;392.53;62995.15;0.00;0.00;0.00
pgxl;60;1440213379;lo;7.52;7.52;1.67;1.67;0.00;0.00;0.00
pgxl;60;1440213439;eth0;7635.63;7881.38;392.07;62965.09;0.00;0.00;0.00
pgxl;60;1440213439;lo;7.48;7.48;1.66;1.66;0.00;0.00;0.00
pgxl;60;1440213499;eth0;8088.43;8392.65;414.63;67050.40;0.00;0.00;0.00
pgxl;60;1440213499;lo;7.40;7.40;1.66;1.66;0.00;0.00;0.00
pgxl;60;1440213559;eth0;7588.80;7853.63;389.22;62718.40;0.00;0.00;0.00
pgxl;60;1440213559;lo;7.38;7.38;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440213619;eth0;7585.90;7849.75;389.01;62689.91;0.00;0.00;0.00
pgxl;60;1440213619;lo;7.45;7.45;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440213679;eth0;7591.52;7853.85;389.31;62726.53;0.00;0.00;0.00
pgxl;60;1440213679;lo;7.52;7.52;1.66;1.66;0.00;0.00;0.00
pgxl;60;1440213739;eth0;7585.28;7851.90;388.88;62696.53;0.00;0.00;0.00
pgxl;60;1440213739;lo;7.45;7.45;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440213799;eth0;7576.02;7848.71;388.58;62669.02;0.00;0.00;0.00
pgxl;60;1440213799;lo;8.03;8.03;1.78;1.78;0.00;0.00;0.00
pgxl;60;1440213859;eth0;5168.37;5368.73;266.65;42794.55;0.00;0.00;0.00
pgxl;60;1440213859;lo;13.55;13.55;2.78;2.78;0.00;0.00;0.00
pgxl;60;1440213919;eth0;14.12;14.18;4.21;1.58;0.00;0.00;0.00
pgxl;60;1440213919;lo;8.45;8.45;1.75;1.75;0.00;0.00;0.00
pgxl;60;1440213979;eth0;13.13;13.28;4.12;1.47;0.00;0.00;0.00
pgxl;60;1440213979;lo;8.12;8.12;1.79;1.79;0.00;0.00;0.00
