# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl8;60;1440217255;xvda;750.73;27410.27;37854.83;86.94;28.91;38.13;0.56;41.89
pgxl8;60;1440217255;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217315;xvda;1294.82;32004.27;36584.65;52.97;19.51;15.29;0.50;65.26
pgxl8;60;1440217315;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217375;xvda;2025.48;67214.53;4363.80;35.34;2.64;1.31;0.46;93.43
pgxl8;60;1440217375;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217435;xvda;1770.93;117062.27;46.55;66.13;3.04;1.72;0.45;78.99
pgxl8;60;1440217435;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217495;xvda;616.03;28214.13;28.55;45.85;0.51;0.83;0.36;22.34
pgxl8;60;1440217495;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217555;xvda;812.52;86575.07;53664.25;172.60;39.64;48.79;1.13;92.21
pgxl8;60;1440217555;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217615;xvda;2713.90;88846.82;19025.43;39.75;13.70;5.05;0.36;98.50
pgxl8;60;1440217615;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217675;xvda;2685.30;70937.73;66.63;26.44;4.55;1.69;0.32;85.92
pgxl8;60;1440217675;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217735;xvda;0.65;0.00;9.42;14.49;0.00;1.31;0.31;0.02
pgxl8;60;1440217735;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217795;xvda;370.07;15228.93;31572.22;126.47;13.56;36.65;0.50;18.42
pgxl8;60;1440217795;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217855;xvda;64.45;228.00;15176.33;239.01;3.14;47.76;0.41;2.61
pgxl8;60;1440217855;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217915;xvda;390.63;7028.02;29492.33;93.49;12.00;30.15;0.47;18.39
pgxl8;60;1440217915;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440217975;xvda;36.15;0.53;9066.63;250.82;8.08;231.33;1.61;5.83
pgxl8;60;1440217975;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218035;xvda;0.33;0.00;6.43;19.30;0.00;1.15;0.60;0.02
pgxl8;60;1440218035;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218095;xvda;70.73;3108.80;8.85;44.08;0.06;0.85;0.75;5.32
pgxl8;60;1440218095;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218155;xvda;1059.32;26822.53;7836.85;32.72;1.62;1.53;0.48;50.64
pgxl8;60;1440218155;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218215;xvda;2208.03;51226.40;28566.73;36.14;42.46;19.23;0.41;90.96
pgxl8;60;1440218215;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218275;xvda;1181.18;31859.73;1950.15;28.62;1.05;0.89;0.50;58.99
pgxl8;60;1440218275;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218335;xvda;591.27;859.33;9380.70;17.32;24.42;41.30;0.35;20.78
pgxl8;60;1440218335;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218395;xvda;133.23;4708.93;456.72;38.77;0.15;1.11;0.48;6.39
pgxl8;60;1440218395;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218455;xvda;351.98;13901.87;267.17;40.25;0.36;1.04;0.47;16.45
pgxl8;60;1440218455;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218515;xvda;2256.37;71233.47;43.87;31.59;2.10;0.93;0.32;72.61
pgxl8;60;1440218515;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl8;60;1440218575;xvda;1414.95;43807.47;102.98;31.03;1.27;0.90;0.30;42.86
