ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,121,0,130,5076,44408,1593,0,0,0
946684800,5,1817,5,23813610,9588321,889209639,91547,122247419,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,123,0,135,5146,45410,1604,0,0,0
946684800,4,1832,5,23813723,9590808,889214932,93026,122247419,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,125,0,135,5221,46412,1615,0,0,0
946684800,12,1922,5,24512035,11391668,892656098,1029595,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,127,0,135,5296,47414,1626,0,0,0
946684800,20,1988,5,24807073,14248104,898581589,5631191,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,129,0,135,5371,48416,1637,0,0,0
946684800,21,2004,5,24807073,14250548,898586802,5632589,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,131,0,135,5446,49418,1648,0,0,0
946684800,20,2025,5,24807073,14253694,898592783,5634392,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,133,0,135,5521,50420,1659,0,0,0
946684800,21,2038,5,24807073,14255836,898597436,5635593,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,135,0,135,5596,51422,1670,0,0,0
946684800,22,2057,5,24807073,14258503,898602765,5637106,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,137,0,135,5671,52424,1681,0,0,0
946684800,20,2076,5,24807073,14261626,898608734,5638898,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,139,0,135,5746,53426,1692,0,0,0
946684800,22,2091,5,24807073,14263791,898613399,5640110,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,141,0,135,5821,54428,1703,0,0,0
946684800,21,2108,5,24807073,14266435,898618716,5641612,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,143,0,135,5896,55430,1714,0,0,0
946684800,22,2125,5,24807073,14269079,898624033,5643114,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,145,0,135,5971,56432,1725,0,0,0
946684800,21,2140,5,24807073,14271700,898629338,5644605,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,147,0,135,6046,57434,1736,0,0,0
946684800,21,2159,5,24807073,14274367,898634667,5646118,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,149,0,135,6121,58436,1747,0,0,0
946684800,19,2177,5,24807073,14277290,898640532,5647806,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,151,0,135,6196,59438,1758,0,0,0
946684800,22,2193,5,24807073,14279655,898645301,5649122,122340356,43,1239
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
