2015-08-22 00:19:54 EDT [13041]: [1-1] user=,db=,app=,client= LOG:  database system was shut down at 2015-08-22 00:19:10 EDT
2015-08-22 00:19:54 EDT [13041]: [2-1] user=,db=,app=,client= LOG:  MultiXact member wraparound protections are now enabled
2015-08-22 00:19:54 EDT [13040]: [1-1] user=,db=,app=,client= LOG:  database system is ready to accept connections
2015-08-22 00:19:54 EDT [13046]: [1-1] user=,db=,app=,client= LOG:  autovacuum launcher started
2015-08-22 00:20:24 EDT [13586]: [1-1] user=,db=,app=,client= LOG:  Getting relation statistics for public.time_statistics
2015-08-22 00:20:24 EDT [13586]: [2-1] user=,db=,app=,client= LOG:  Getting detailed statistics for public.time_statistics
2015-08-22 00:24:54 EDT [13043]: [1-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:24:56 EDT [13043]: [2-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 24 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=2.331 s, sync=0.015 s, total=2.352 s; sync files=18, longest=0.001 s, average=0.000 s; distance=134 kB, estimate=134 kB
2015-08-22 00:29:54 EDT [13043]: [3-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:29:54 EDT [13043]: [4-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.020 s; sync files=0, longest=0.000 s, average=0.000 s; distance=4 kB, estimate=121 kB
2015-08-22 00:34:55 EDT [13043]: [5-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 00:34:55 EDT [13043]: [6-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.015 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=109 kB
2015-08-22 00:36:50 EDT [13568]: [1-1] user=mark,db=dbt3,app=psql,client=[local] ERROR:  canceling statement due to statement timeout
2015-08-22 00:36:50 EDT [13568]: [2-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  COPY lineitem
	FROM '/home/mark/stuff/dbt3/dss/lineitem.tbl.u3'
	USING DELIMITERS '|';
2015-08-22 00:36:50 EDT [13568]: [3-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Connection error canceling statement due to statement timeout
2015-08-22 00:36:50 EDT [14945]: [1-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Getting relation statistics for pg_temp_4.tmp_orderkey3
2015-08-22 00:36:50 EDT [14945]: [2-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  ANALYZE tmp_orderkey3;
2015-08-22 00:36:50 EDT [14945]: [3-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Getting detailed statistics for pg_temp_4.tmp_orderkey3
2015-08-22 00:36:50 EDT [14945]: [4-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  ANALYZE tmp_orderkey3;
2015-08-22 00:39:55 EDT [13043]: [7-1] user=,db=,app=,client= LOG:  checkpoint starting: time
