# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
pgxl5;60;1440215450;0;5.39;0.00;0.59;0.00;0.07;93.96
pgxl5;60;1440215450;1;2.73;0.00;0.22;0.02;0.03;97.00
pgxl5;60;1440215450;2;9.88;0.00;0.38;66.41;0.19;23.14
pgxl5;60;1440215450;3;0.65;0.00;0.53;0.00;0.02;98.80
pgxl5;60;1440215510;-1;1.08;0.00;0.36;23.47;0.11;74.98
pgxl5;60;1440215510;0;0.72;0.00;0.15;0.29;0.07;98.77
pgxl5;60;1440215510;1;1.46;0.00;0.20;0.10;0.00;98.24
pgxl5;60;1440215510;2;0.23;0.00;0.22;97.81;0.34;1.40
pgxl5;60;1440215510;3;1.84;0.00;0.83;0.78;0.00;96.54
pgxl5;60;1440215570;-1;24.37;0.00;1.44;6.23;0.11;67.86
pgxl5;60;1440215570;0;26.38;0.00;1.31;0.99;0.24;71.08
pgxl5;60;1440215570;1;18.58;0.00;0.87;0.64;0.03;79.88
pgxl5;60;1440215570;2;37.87;0.00;2.66;23.55;0.14;35.79
pgxl5;60;1440215570;3;14.96;0.00;0.94;0.03;0.03;84.03
pgxl5;60;1440215630;-1;29.44;0.00;2.50;4.26;0.17;63.63
pgxl5;60;1440215630;0;25.18;0.00;4.45;3.85;0.30;66.22
pgxl5;60;1440215630;1;59.15;0.00;2.03;4.16;0.12;34.54
pgxl5;60;1440215630;2;19.68;0.00;1.82;5.58;0.19;72.72
pgxl5;60;1440215630;3;13.87;0.00;1.75;3.46;0.09;80.83
pgxl5;60;1440215690;-1;36.89;0.00;4.14;7.29;0.33;51.35
pgxl5;60;1440215690;0;50.46;0.00;8.39;6.93;0.53;33.70
pgxl5;60;1440215690;1;32.52;0.00;3.10;7.34;0.27;56.78
pgxl5;60;1440215690;2;38.88;0.00;2.80;8.53;0.36;49.43
pgxl5;60;1440215690;3;26.15;0.00;2.36;6.38;0.18;64.93
pgxl5;60;1440215750;-1;39.53;0.00;4.73;5.27;0.31;50.16
pgxl5;60;1440215750;0;51.79;0.00;9.36;5.37;0.51;32.98
pgxl5;60;1440215750;1;35.13;0.00;3.83;5.07;0.25;55.72
pgxl5;60;1440215750;2;41.77;0.00;3.15;6.23;0.29;48.56
pgxl5;60;1440215750;3;29.71;0.00;2.71;4.43;0.19;62.96
pgxl5;60;1440215810;-1;41.84;0.00;4.94;3.36;0.30;49.56
pgxl5;60;1440215810;0;54.24;0.00;9.77;3.39;0.50;32.10
pgxl5;60;1440215810;1;37.58;0.00;3.61;3.63;0.27;54.92
pgxl5;60;1440215810;2;44.38;0.00;3.35;3.83;0.27;48.16
pgxl5;60;1440215810;3;31.35;0.00;3.04;2.59;0.19;62.82
pgxl5;60;1440215870;-1;21.37;0.00;2.68;5.64;0.19;70.12
pgxl5;60;1440215870;0;26.08;0.00;4.31;3.00;0.37;66.23
pgxl5;60;1440215870;1;16.72;0.00;1.48;1.48;0.14;80.19
pgxl5;60;1440215870;2;29.01;0.00;3.08;17.12;0.17;50.62
pgxl5;60;1440215870;3;13.93;0.00;1.87;1.05;0.10;83.05
pgxl5;60;1440215930;-1;27.26;0.00;8.46;8.76;0.16;55.36
pgxl5;60;1440215930;0;27.38;0.00;14.28;0.15;0.12;58.07
pgxl5;60;1440215930;1;25.03;0.00;5.02;0.32;0.16;69.48
pgxl5;60;1440215930;2;33.40;0.00;8.67;34.92;0.19;22.81
pgxl5;60;1440215930;3;23.30;0.00;5.73;0.23;0.14;70.60
pgxl5;60;1440215990;-1;14.50;0.00;4.77;14.57;0.08;66.09
pgxl5;60;1440215990;0;13.29;0.00;7.55;0.41;0.07;78.69
pgxl5;60;1440215990;1;11.99;0.00;2.78;1.10;0.07;84.07
pgxl5;60;1440215990;2;21.78;0.00;5.56;57.60;0.12;14.95
pgxl5;60;1440215990;3;11.08;0.00;3.17;0.20;0.05;85.50
pgxl5;60;1440216050;-1;21.02;0.00;1.52;3.32;0.01;74.13
pgxl5;60;1440216050;0;0.77;0.00;0.52;0.03;0.00;98.68
pgxl5;60;1440216050;1;0.08;0.00;0.13;1.79;0.00;97.99
pgxl5;60;1440216050;2;83.38;0.00;4.59;11.48;0.02;0.54
pgxl5;60;1440216050;3;0.02;0.00;0.84;0.00;0.02;99.13
pgxl5;60;1440216110;-1;23.48;0.00;0.90;2.35;0.01;73.26
pgxl5;60;1440216110;0;42.78;0.00;0.73;0.00;0.00;56.49
pgxl5;60;1440216110;1;4.66;0.00;0.23;0.72;0.02;94.37
pgxl5;60;1440216110;2;46.52;0.00;1.43;8.33;0.03;43.68
pgxl5;60;1440216110;3;0.02;0.00;1.22;0.37;0.00;98.39
pgxl5;60;1440216170;-1;10.33;0.00;2.80;12.05;0.02;74.81
pgxl5;60;1440216170;0;0.08;0.00;0.89;0.23;0.02;98.78
pgxl5;60;1440216170;1;0.02;0.00;0.27;0.50;0.00;99.21
pgxl5;60;1440216170;2;41.91;0.00;9.55;48.29;0.07;0.19
pgxl5;60;1440216170;3;0.05;0.00;0.62;0.00;0.00;99.33
pgxl5;60;1440216230;-1;9.14;0.00;3.54;28.54;0.40;58.39
pgxl5;60;1440216230;0;10.21;0.00;5.58;26.89;0.72;56.60
pgxl5;60;1440216230;1;4.68;0.00;2.20;30.88;0.22;62.02
pgxl5;60;1440216230;2;17.18;0.00;3.91;31.08;0.50;47.33
pgxl5;60;1440216230;3;4.71;0.00;2.55;25.39;0.16;67.18
pgxl5;60;1440216290;-1;5.32;0.00;1.70;17.46;0.06;75.47
pgxl5;60;1440216290;0;0.02;0.00;0.27;0.05;0.02;99.65
pgxl5;60;1440216290;1;0.03;0.00;0.18;0.90;0.00;98.88
pgxl5;60;1440216290;2;22.20;0.00;5.44;72.07;0.20;0.09
