# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl1;60;1440217255;22068.40;19210.33;86304.45;0.08;24480.73;10985.60;268.80;10755.75;95.57
pgxl1;60;1440217315;24076.93;36432.38;33426.23;0.03;35313.92;9018.97;70.40;8985.17;98.85
pgxl1;60;1440217375;27194.33;13380.17;16809.65;0.02;9153.45;7559.95;0.00;7559.95;100.00
pgxl1;60;1440217435;40982.87;5053.12;7147.00;0.02;12741.15;10240.25;34.13;10274.20;100.00
pgxl1;60;1440217495;53252.47;503.10;6079.62;0.02;41993.15;6036.92;68.27;6105.18;100.00
pgxl1;60;1440217555;47863.13;15118.27;4051.37;0.00;30108.90;17327.42;17.07;17344.42;100.00
pgxl1;60;1440217615;40802.75;21373.27;1825.90;0.00;14001.15;12292.78;0.00;12292.63;100.00
pgxl1;60;1440217675;27816.53;127.22;1194.02;1.15;11042.43;2335.80;17.07;2352.87;100.00
pgxl1;60;1440217735;732.73;4.55;214.10;0.00;278.18;0.00;0.00;0.00;0.00
pgxl1;60;1440217795;7211.27;13913.82;9806.90;0.00;11814.92;5379.12;70.93;5447.68;99.96
pgxl1;60;1440217855;206.60;8938.32;2964.40;1.67;7936.83;3500.40;0.00;3500.38;100.00
pgxl1;60;1440217915;8523.13;4520.68;9893.50;0.00;23272.07;5009.63;34.13;5043.50;99.99
pgxl1;60;1440217975;0.67;2053.73;2649.25;0.03;16247.38;2676.83;0.00;2676.82;100.00
pgxl1;60;1440218035;0.00;2.77;2830.30;0.00;4381.73;0.00;0.00;0.00;0.00
pgxl1;60;1440218095;1307.27;4.77;2393.03;0.02;12567.72;0.00;0.00;0.00;0.00
pgxl1;60;1440218155;11231.60;2.45;2694.32;0.00;4362.92;0.00;0.00;0.00;0.00
pgxl1;60;1440218215;25966.47;322.18;67972.40;0.32;4373.98;0.00;0.00;0.00;0.00
pgxl1;60;1440218275;22769.00;15760.33;7791.95;0.00;7173.82;948.62;0.00;948.62;100.00
pgxl1;60;1440218335;18697.87;17875.82;5415.88;0.00;10567.00;5064.35;0.00;5060.78;99.93
pgxl1;60;1440218395;2831.93;4509.88;6744.30;0.67;7097.92;1647.02;0.00;1646.98;100.00
pgxl1;60;1440218455;6272.27;638.32;9557.42;0.25;10244.05;1983.50;0.00;1983.50;100.00
pgxl1;60;1440218515;38942.93;54.55;10266.02;0.00;16850.30;9832.25;0.00;9828.93;99.97
pgxl1;60;1440218575;25546.74;12.86;14895.70;0.00;15580.17;8836.66;51.19;8887.85;100.00
pgxl1;60;1440218635;13238.07;4515.58;5744.12;0.00;8432.62;4328.15;0.00;4327.98;100.00
pgxl1;60;1440218695;24480.73;5998.47;9212.78;0.00;21372.05;1899.18;0.00;1899.18;100.00
pgxl1;60;1440218755;20920.27;48.80;21254.65;0.75;10871.43;1901.03;0.00;1901.00;100.00
pgxl1;60;1440218815;22719.93;24.67;21875.77;0.28;15215.00;5851.43;0.00;5851.32;100.00
pgxl1;60;1440218875;8821.33;17.92;18240.77;0.00;30752.97;4614.57;0.00;4614.55;100.00
pgxl1;60;1440218935;12314.73;12019.83;6348.22;0.60;5389.55;5042.85;17.07;5059.80;100.00
pgxl1;60;1440218995;50785.67;466.32;4554.87;0.35;14791.07;9227.07;0.00;9223.63;99.96
pgxl1;60;1440219055;19011.47;415.72;10490.88;0.30;7091.57;4650.25;0.00;4649.17;99.98
pgxl1;60;1440219115;18814.13;51.97;11322.63;0.00;7326.23;4790.93;0.00;4781.48;99.80
pgxl1;60;1440219175;19257.00;23.98;2492.62;0.00;6589.75;5503.48;0.00;5501.05;99.96
pgxl1;60;1440219235;32155.80;217.07;353.52;0.90;8283.52;7995.43;0.00;7995.07;100.00
pgxl1;60;1440219295;2682.40;5321.13;77933.27;0.57;9491.35;3450.20;37.87;3488.02;100.00
pgxl1;60;1440219355;15722.80;12383.82;47935.65;0.02;18033.28;4292.28;68.27;4360.52;100.00
pgxl1;60;1440219415;7447.47;126.53;18408.78;0.00;17781.87;1786.30;68.27;1854.55;100.00
pgxl1;60;1440219475;7341.53;907.03;713.35;0.05;5474.47;0.00;0.00;0.00;0.00
pgxl1;60;1440219535;9421.87;3641.25;2303.20;0.00;7859.97;1896.77;17.07;1913.58;99.99
pgxl1;60;1440219595;7234.73;41832.50;3062.60;0.00;15715.85;7455.95;17.07;7472.95;100.00
pgxl1;60;1440219655;338.20;3207.38;9159.52;1.28;12730.42;0.00;0.00;0.00;0.00
pgxl1;60;1440219715;25545.87;5715.73;5497.53;0.15;13270.37;4478.20;71.47;4543.40;99.86
pgxl1;60;1440219775;35848.40;18413.40;4530.43;0.02;12244.82;8592.37;0.00;8592.25;100.00
pgxl1;60;1440219835;35911.80;8342.92;7488.23;1.47;13018.90;11059.05;0.00;11058.38;99.99
pgxl1;60;1440219895;35351.20;6574.83;7339.20;0.00;12424.03;10336.22;0.00;10336.18;100.00
pgxl1;60;1440219955;32206.00;7902.58;7509.42;0.05;23441.30;9548.72;0.00;9548.65;100.00
pgxl1;60;1440220015;20942.33;16156.80;4745.45;0.03;16870.28;7287.82;51.20;7338.98;100.00
pgxl1;60;1440220075;3854.93;46.90;3266.13;0.05;12633.10;0.00;0.00;0.00;0.00
pgxl1;60;1440220135;64.33;42.97;1720.95;0.00;4100.52;0.00;0.00;0.00;0.00
pgxl1;60;1440220195;15591.33;4.02;1803.38;0.00;4125.62;0.00;0.00;0.00;0.00
pgxl1;60;1440220255;7647.60;18267.40;2242.85;0.23;3867.83;0.00;0.00;0.00;0.00
pgxl1;60;1440220315;5301.87;6.23;16623.20;0.07;16012.62;0.00;0.00;0.00;0.00
pgxl1;60;1440220375;7349.93;2.52;15982.45;0.00;14180.03;0.00;0.00;0.00;0.00
pgxl1;60;1440220435;7006.07;29.12;12942.48;0.00;16065.68;2092.77;0.00;2092.70;100.00
pgxl1;60;1440220495;7331.93;85.40;12946.27;0.00;16227.73;2258.75;0.00;2258.75;100.00
pgxl1;60;1440220555;7419.73;46.15;12829.13;0.00;16299.45;2428.62;0.00;2428.57;100.00
pgxl1;60;1440220615;7831.27;2.57;12491.88;0.00;16145.63;2455.42;0.00;2452.23;99.87
pgxl1;60;1440220675;13249.67;3.30;6469.80;0.00;12565.58;3787.52;0.00;3784.57;99.92
pgxl1;60;1440220735;39461.47;60.52;3400.60;0.02;13334.05;10755.50;17.07;10770.08;99.98
